"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A unified learning paradigm for large-scale personalized information management","E. Y. Chang; S. C. H. Hop; Xinjing Wang; Wei-Ying Max; M. R. Lyu","Electr. & Comput. Eng., California Univ., Santa Barbara, CA, USA","Conference, Emerging Information Technology 2005.","20051205","2005","","","4 pp.","","Statistical-learning approaches such as unsupervised learning, supervised learning, active learning, and reinforcement learning have generally been separately studied and applied to solve application problems. In this paper, we provide an overview of our newly proposed unified learning paradigm (ULP), which combines these approaches into one synergistic framework. We outline the architecture and the algorithm of ULP, and explain benefits of employing this unified learning paradigm on personalizing information management.","","POD:0-7803-9328-7","10.1109/EITC.2005.1544372","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1544372","","Clustering algorithms;Convergence;Humans;Information management;Kernel;Large-scale systems;Machine learning;Stability;Supervised learning;Unsupervised learning","information management;learning (artificial intelligence)","large-scale personalized information management;statistical-learning approach;unified learning paradigm","","1","","9","","","","15-16 Aug. 2005","","IEEE","IEEE Conferences"
"QoS-Oriented Wireless Routing for Smart Meter Data Collection: Stochastic Learning on Graph","Y. Cao; D. Duan; X. Cheng; L. Yang; J. Wei","Dept. of Electron. & Inf. Eng., Huazhong Univ. of Sci. & Technol., Wuhan, China","IEEE Transactions on Wireless Communications","20140808","2014","13","8","4470","4482","To ensure resilient and reliable meter data collection that is essential for the smart grid operation, we propose a QoS-oriented wireless routing scheme. Specifically tailored for the heterogeneity of the meter data traffic in the smart grid, we first design a novel utility function that not only jointly accounts for system throughput and transmission latency, but also allows for flexible tradeoff between the two with a strict transmission latency constraint, as desired by various smart meter applications. Then, we model the interactions among smart meter data concentrators as a mixed-strategy network formation game. To avoid potential information exchange which is not always practical in meter data collection scenario, a stochastic reinforcement learning algorithm with only private and incomplete information is proposed to solve the network formation problem. Such a problem formulation, together with our proposed stochastic learning algorithm on graph, results in a steady probabilistic route. Both contributions are novel and unique in comparison with existing work on this topic. Another distinct feature of our approach is its capability of effectively maintaining the QoS of smart meter data collection, even when the network is under fault or attack, as verified by simulations.","1536-1276;15361276","","10.1109/TWC.2014.2314121","Science Foundation for the Youth Scholar of Ministry of Education of China; 10.13039/100000001 - National Science Foundation; 10.13039/501100001809 - National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6779690","Network formation;smart grid;stochastic learning;wireless routing","Data collection;Games;Quality of service;Routing;Smart grids;Throughput;Wireless communication","graph theory;learning (artificial intelligence);power engineering computing;quality of service;smart meters;stochastic processes;telecommunication network routing;wireless channels","QoS-oriented wireless routing;mixed-strategy network formation game;network formation problem;smart grid operation;smart meter data collection;stochastic learning;stochastic reinforcement learning algorithm;transmission latency constraint;wireless channels","","5","","40","","","20140327","Aug. 2014","","IEEE","IEEE Journals & Magazines"
"Towards a General Supporting Framework for Self-Adaptive Software Systems","L. Wang; Y. Gao; C. Cao; L. Wang","State Key Lab. for Novel Software Technol., Nanjing Univ., Nanjing, China","2012 IEEE 36th Annual Computer Software and Applications Conference Workshops","20121110","2012","","","158","163","When confronted with their internal and environmental dynamics, various software systems increasingly require self-adaptation capabilities. The vision above requires the self-adaptation approach to tackle these challenges and some software systems have their own specific implementations. However, in this paper a general supporting framework is proposed for software systems to self-adapt with running environmental dynamics and meanwhile fulfill various user requirements. Three key issues are covered in the framework: 1) the overall control architecture, which adopts the double closed-loop style and respectively includes the self-adaptation loop and the self-learning loop; 2) a general descriptive language, which is a application-independent and unified language to represent self-adaptation knowledge about target systems; 3) three implementation mechanisms, including forward reasoning, planning and reinforcement learning using feedback, which are supported by the above descriptive language and executed at runtime in different modules. Finally, one scenario of on-demand services of massive data mining tasks is selected and the case study demonstrates how the framework is customized as required and how the approach works.","","Electronic:978-0-7695-4758-9; POD:978-1-4673-2714-5","10.1109/COMPSACW.2012.38","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6341568","Double Closed-loop Control Arthitecture;General Descriptive Language;Hierarchical Task Network;Rete Algorithm;Self-Adaptive Supporting Framework;Self-Adaptive System","Adaptation models;Cognition;Computer architecture;Learning;Monitoring;Planning;Software systems","data mining;inference mechanisms;software engineering;unsupervised learning","data mining;environmental dynamics;forward reasoning;general descriptive language;general supporting framework;on-demand service;overall control architecture;reinforcement learning;self-adaptation knowledge;self-adaptation loop;self-adaptive software system;self-learning loop","","2","","18","","","","16-20 July 2012","","IEEE","IEEE Conferences"
"Personalized Web recommendations: supporting epistemic information about end-users","M. Preda; D. Popescu","Dept. of Comput. Sci., Craiova Univ., Romania","The 2005 IEEE/WIC/ACM International Conference on Web Intelligence (WI'05)","20051017","2005","","","692","695","The online recommendations are a popular presence in the Web sites world due to their potential to increase the customers' satisfaction. The ability to represent epistemic information about the clients' beliefs is important to understand their needs. This paper presents a recommender system based on reinforcement learning. The system represents concepts presented on a Web site by epistemic logical programs and uses a similarity measure between programs in order to facilitate generalization. A prototype of this system and experiments are presented.","","POD:0-7695-2415-X","10.1109/WI.2005.115","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1517935","","Automation;Computer science;Feedback;Function approximation;Humans;Learning;Logic;Ontologies;Prototypes;Recommender systems","Web sites;customer satisfaction;information filters;learning (artificial intelligence);logic programming","Web site;customer satisfaction;end-user;epistemic logical program;online recommendation;personalized Web recommendation;program similarity measure;reinforcement learning","","0","","8","","","","19-22 Sept. 2005","","IEEE","IEEE Conferences"
"Self-configuring Switched Multi-Element Antenna system for interference mitigation in femtocell networks","R. Razavi; H. Claussen","Bell Laboratories, Alcatel-Lucent, Blanchardtown Industrial Park, Dublin 15, Republic of Ireland","2011 IEEE 22nd International Symposium on Personal, Indoor and Mobile Radio Communications","20120126","2011","","","237","242","This paper introduces a Switched Multi-Element Antenna (SMEA) solution for interference mitigation in femtocell networks. While the main objective is to protect the femtocell users against uplink interference, the downlink interference from femtocell base stations to the other users is simultaneously reduced as a by-product of this technique. A tailored form of reinforcement learning is used to allow for self-configuration of the femtocell base station and to adaptively select the optimal antenna configuration in a time varying environment. Compared to the traditional Omni-directional antenna systems, the results show an average of 2.5dB gain in uplink direction in terms of reduced transmission power and approximately 1dB of gain in the downlink channel.","2166-9570;21669570","Electronic:978-1-4577-1348-4; POD:978-1-4577-1346-0; USB:978-1-4577-1347-7","10.1109/PIMRC.2011.6139947","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6139947","Femtocell networks;Interference management;Multi-element antenna;Q-learning;Reinforcement learning;Self-configuration;WCDMA Femtocells","Antenna measurements;Base stations;Interference;Macrocell networks;Signal to noise ratio;Transmitting antennas","antenna arrays;femtocellular radio;radiofrequency interference","SMEA;femtocell networks;interference mitigation;omnidirectional antenna systems;reinforcement learning;self-configuring switched multielement antenna system;transmission power reduction","","3","","19","","","","11-14 Sept. 2011","","IEEE","IEEE Conferences"
"A unified control framework of HVAC system for thermal and acoustic comforts in office building","Y. Zhao; Q. Zhao; L. Xia; Z. Cheng; F. Wang; F. Song","Dept. of Autom., Tsinghua Univ., Beijing, China","2013 IEEE International Conference on Automation Science and Engineering (CASE)","20131107","2013","","","416","421","Intelligent building system attracts more and more attention in both academic and industrial communities. Learning human comfort requirements and incorporating it into building control system is one of the important issues. In the traditional HVAC control system, the thermal comfort and the acoustic comfort are often conflicted and we lack of a scheme to trade off them well. In this paper, we propose a unified control framework based on reinforcement learning to balance the multiple dimension comforts, including the thermal and acoustic comforts. We utilize the user's complaints in thermal and acoustic sensations as feedback and combine the current environment and devices information to learn the personalized optimal control policy using online Q-learning. The challenge caused by the complaints is coped with an incorporated perception estimation scheme in the Q-learning reward design. Both simulation results and the field experimental results demonstrate the effectiveness of the algorithm, especially in the adaptivity to the individual tradeoff between thermal and acoustic comfort.","2161-8070;21618070","Electronic:978-1-4799-1515-6; POD:978-1-4799-1513-2; USB:978-1-4799-1514-9","10.1109/CoASE.2013.6653964","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6653964","","Acoustics;Buildings;Estimation;Humidity;Noise;Temperature sensors;Upper bound","HVAC;architectural acoustics;building management systems;control engineering computing;learning (artificial intelligence);optimal control","HVAC system;Q-learning reward design;acoustic comforts;acoustic sensations;office building;online Q-learning;perception estimation scheme;personalized optimal control policy;reinforcement learning;thermal comforts;thermal sensations;unified control framework","","1","","17","","","","17-20 Aug. 2013","","IEEE","IEEE Conferences"
"Learning Bayesian networks probabilities from longitudinal data","R. Bellazzi; A. Riva","Lab. di Inf. Medica, Pavia Univ., Italy","IEEE Transactions on Systems, Man, and Cybernetics - Part A: Systems and Humans","20020806","1998","28","5","629","636","Many real applications of Bayesian networks (BN) concern problems in which several observations are collected over time on a certain number of similar plants. This situation is typical of the context of medical monitoring, in which several measurements of the relevant physiological quantities are available over time on a population of patients under treatment, and the conditional probabilities that describe the model are usually obtained from the available data through a suitable learning algorithm. In situations with small data sets for each plant, it is useful to reinforce the parameter estimation process of the BN by taking into account the observations obtained from other similar plants. On the other hand, a desirable feature to be preserved is the ability to learn individualized conditional probability tables, rather than pooling together all the available data. In this work we apply a Bayesian hierarchical model able to preserve individual parameterization, and, at the same time, to allow the conditionals of each plant to borrow strength from all the experience contained in the data-base. A testing example and an application in the context of diabetes monitoring will be shown","1083-4427;10834427","","10.1109/3468.709608","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=709608","","Bayesian methods;Biomedical monitoring;Condition monitoring;Context modeling;Diabetes;Medical treatment;Parameter estimation;Patient monitoring;Testing;Time measurement","Bayes methods;learning (artificial intelligence);observers;parameter estimation;patient diagnosis;probability","BN;Bayesian hierarchical model;Bayesian networks probability learning;conditional probabilities;diabetes monitoring;individualized conditional probability tables;longitudinal data;medical monitoring;parameter estimation process reinforcement","","2","","19","","","","Sep 1998","","IEEE","IEEE Journals & Magazines"
"Utilization of machine learning methods for assembling, training and understanding autonomous robots","P. Hartono","Department of Mechanics and Information Technology, Chukyo University, Toyota, Japan","2011 4th International Conference on Human System Interactions, HSI 2011","20110704","2011","","","398","402","For decades human society has been supported by the proliferation of complex artifacts such as electronic appliances, personal vehicles and mass transportation systems, electrical and communications grids, and in the past few decades, Internet. In the very near future, robots will play increasingly important roles in our daily life. The increase in complexity of the tasks and sometimes physical forms or morphologies of the artifacts consequently requires complex assembling and controlling procedures of them, which soon will be unmanageable by the traditional manufacturing process. The aim of this paper is to give a brief review on the potentials of the non-traditional assembling of complex artifacts, which in this study is symbolized by the creation of autonomous robots. Methods in self-assembling modular robots, real time learning of autonomous robots and a method for giving the comprehensive understanding, albeit intuitively, to human will be explained through some physical experiments.","2158-2246;21582246","Electronic:978-1-4244-9639-6; Electronic:978-1-4244-9640-2; POD:978-1-4244-9638-9","10.1109/HSI.2011.5937399","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5937399","Autonomous Robots;Modular Robots;Perceptual Understanding;Reinforcement Learning;Self Assembling;Self-Organizing Map","Learning systems;Morphology;Robot kinematics;Robot sensing systems;Topology;Training","learning (artificial intelligence);mobile robots;robotic assembly","autonomous robots assembling;autonomous robots training;autonomous robots undertanding;machine learning methods;selfassembling modular robots","","2","","15","","","","19-21 May 2011","","IEEE","IEEE Conferences"
"Reducing Delay during Vertical Handover","N. Bagdure; B. Ambudkar","Dept. of Electron. Eng., Pad. Dr. D.Y.P.I.E.T., Pune, India","2015 International Conference on Computing Communication Control and Automation","20150716","2015","","","200","204","The next generation of wireless networks will provide heterogeneous wireless technologies to a mobile user, in which they can move using terminals with multiple access interfaces and non-real-time or real-time services. The most important issue in such environment is the Always Best Connected (ABC) concept allowing the best connectivity to applications anywhere at any time. With the growing of communication world lot of research is carried out in the field of wireless networks specifically next generation networks. The integration and interoperability of various wireless networks will lead to number of challenges. One of the challenges is the handovers across various/heterogeneous wireless networks as well as reduction of call drop probability. Number of researches has proposed solutions for this challenge. This paper proposes a solution to this problem for the improvement of end-to-end Quality of Service supporting high data rates, real time transmission over wide area and enabling users to specify their personal preferences using Markov Decision Process (MDP). The proposed method uses delay as its basic parameter to select a network during handovers. The selection of the network amongst the existing wireless network considers the ongoing application of the user during the handover. Through simulations we show that our algorithm reduces call drop probability and satisfies user's requirements.","","Electronic:978-1-4799-6892-3; POD:978-1-4799-6893-0","10.1109/ICCUBEA.2015.44","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7155834","Markov Decision process;Reinforcement Learning;Reward;Transition Probability;Vertical Handover","Bandwidth;Delays;Handover;Mobile communication;Quality of service;Wireless networks","delays;mobility management (mobile radio);next generation networks;probability;quality of service","call drop probability reduction;delay reduction;end-to-end quality of service;handover;heterogeneous wireless networks;mobile user;next generation networks;wireless network integration;wireless network interoperability","","0","","13","","","","26-27 Feb. 2015","","IEEE","IEEE Conferences"
"Design considerations of reinforcement learning power controllers in Wireless Body Area Networks","R. Kazemi; R. Vesilo; E. Dutkiewicz; R. P. Liu","Department of Engineering, Macquarie University, Sydney, Australia","2012 IEEE 23rd International Symposium on Personal, Indoor and Mobile Radio Communications - (PIMRC)","20121129","2012","","","2030","2036","A Wireless Body Area Network (WBAN) comprises a number of tiny devices implanted in/on the body that sample physiological signals of the human body and send them to a coordinator node for medical or other purposes. As these miniature devices run on built-in batteries, energy is the most valuable resource in WBANs. This makes signal interference between neighboring WBANs a serious threat because it causes energy waste in these systems. To mitigate this internetwork interference, we propose a dynamic power control mechanism in WBANs which employs reinforcement learning (RL) to learn from experience and improve its performance. This paper presents guidelines in designing efficient RL power controllers in WBANs and provides an analysis of the effect of the reward function, discount factor, learning rate and eligibility trace parameter where the main performance criteria used are convergence and solution optimality in terms of throughput and energy consumption per bit.","2166-9570;21669570","Electronic:978-1-4673-2569-1; POD:978-1-4673-2566-0; USB:978-1-4673-2568-4","10.1109/PIMRC.2012.6362688","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6362688","Game;Interference;Power Control;Reinforcement Learning;WBAN;convergence;multi agent;optimality","Convergence;Energy consumption;Games;Interference;Power control;Signal to noise ratio;Wireless communication","biomedical communication;body area networks;control engineering computing;control system synthesis;interference suppression;learning (artificial intelligence);medical computing;medical control systems;power control;prosthetics","RL;WBAN;eligibility trace parameter;energy consumption;energy waste;human body implantation;internetwork interference mitigation;medical coordinator node;physiological signal;power control mechanism;reinforcement learning;signal interference;wireless body area network","","1","","14","","","","9-12 Sept. 2012","","IEEE","IEEE Conferences"
"Learning algorithms For intelligent agents based e-learning system","N. Pandey; R. K. Tyagi; S. Sahu; A. Dwivedi","Department of Computer Science & Engineering, Ajay Kumar Garg Engineering College, Ghaziabad. India","2013 3rd IEEE International Advance Computing Conference (IACC)","20130513","2013","","","1034","1039","Requirements are the basic entity which makes the project to be successfully implemented. In the development of the software, theses requirements must be measured accurately and correctly. The requirements of the end users may be changed with respect to different individual personality. As different requirements are given by different customers, all of them cannot be processed by single software system. In such a case, it is essential to make the changes in the software systems automatically which fulfills all the requirements of the user. Such condition is met by the systems with intelligent agents. In this paper, algorithms of intelligent agents adviser agent, personalization agent and content managing agent are proposed to automatically gather the requirements of the students and fulfill them. The algorithms are structured using reinforcement learning. Theses algorithm makes the agents to sense the needs of the students and evolve in the course of their operation. These intelligent agents are applied after the deployment of the e-learning software. All the algorithms have been implemented successfully.","","Electronic:978-1-4673-4529-3; POD:978-1-4673-4527-9","10.1109/IAdCC.2013.6514369","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6514369","E-Learning;Intelligent Agent;Reinforcement Learnin;Requirement Engineering","Databases;Electronic learning;Intelligent agents;Negative feedback;Software algorithms;Standards","computer aided instruction;learning (artificial intelligence);multi-agent systems","adviser agent;content managing agent;e-learning system;electronic learning;intelligent agent;learning algorithm;personalization agent;reinforcement learning;software development;student requirement;user requirement","","1","","8","","","","22-23 Feb. 2013","","IEEE","IEEE Conferences"
"Augmenting practical cross-layer MAC schedulers via offline reinforcement learning","F. Pianese; P. J. Danielsen","Nokia Bell Labs","2017 IEEE 28th Annual International Symposium on Personal, Indoor, and Mobile Radio Communications (PIMRC)","20180215","2017","","","1","6","An automated offline design process for optimized cross-layer schedulers can produce augmented scheduling algorithms tailored to a target deployment scenario. We discuss the application of ODDS, a reinforcement learning technique we introduced, for augmenting LTE MAC scheduler algorithms of practical significance. ODDS observes the correlation between the value of a utility function and the cross-layer state parameters seen by an instrumented baseline scheduler, determining the best actions via an offline Monte Carlo exploration of the problem space. The result of the ODDS process is a compact definition of a scheduling policy that has been optimized for a target scenario and utility function. In this paper we instrument a production scheduler definition to evaluate the potential of augmented schedulers in practical use, and experiment with awareness to application traffic properties by using a multi-class utility function, yielding scheduling policies that behave differently depending on the features of individual traffic classes.","","Electronic:978-1-5386-3531-5; POD:978-1-5386-3532-2; Paper:978-1-5386-3529-2; USB:978-1-5386-3530-8","10.1109/PIMRC.2017.8292409","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8292409","","Algorithm design and analysis;Measurement;Optimization;Production;Scheduling algorithms;Throughput;Training","Long Term Evolution;Monte Carlo methods;access protocols;learning (artificial intelligence);telecommunication scheduling;telecommunication traffic","LTE MAC scheduler algorithms;ODDS process;augmented schedulers;augmented scheduling algorithms;automated offline design process;cross-layer state parameters;instrumented baseline scheduler;multiclass utility function;offline Monte Carlo exploration;offline reinforcement learning;optimized cross-layer schedulers;practical cross-layer MAC schedulers;production scheduler definition;reinforcement learning technique;scheduling policy;target deployment scenario","","","","","","","","8-13 Oct. 2017","","IEEE","IEEE Conferences"
"Reinforcement learning for resource provisioning in the vehicular cloud","M. A. Salahuddin; A. Al-Fuqaha; M. Guizani","Universite du Quebec a Montreal","IEEE Wireless Communications","20160826","2016","23","4","128","135","This article presents a concise view of vehicular clouds that incorporates various vehicular cloud models that have been proposed to date. Essentially, they all extend the traditional cloud and its utility computing functionalities across the entities in the vehicular ad hoc network. These entities include fixed roadside units, onboard units embedded in the vehicle, and personal smart devices of drivers and passengers. Cumulatively, these entities yield abundant processing, storage, sensing, and communication resources. However, vehicular clouds require novel resource provisioning techniques that can address the intrinsic challenges of dynamic demands for the resources and stringent QoS requirements. In this article, we show the benefits of reinforcement-learning-based techniques for resource provisioning in the vehicular cloud. The learning techniques can perceive long-term benefits and are ideal for minimizing the overhead of resource provisioning for vehicular clouds.","1536-1284;15361284","","10.1109/MWC.2016.7553036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7553036","","Cloud computing;Dynamic scheduling;Intelligent vehicles;Quality of service;Resource management;Software as a service;Vehicle dynamics","cloud computing;learning (artificial intelligence);minimisation;quality of service;resource allocation;traffic engineering computing;vehicular ad hoc networks","QoS requirements;communication resources;dynamic resource demands;fixed roadside units;onboard units;overhead minimization;personal smart devices;processing resources;reinforcement learning;resource provisioning;sensing resources;storage resources;utility computing functionalities;vehicular ad hoc network;vehicular cloud models","","1","","","","","","August 2016","","IEEE","IEEE Journals & Magazines"
