database,Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
SCOPUS,"Pianese F., Danielsen P.J.",Augmenting practical cross-layer MAC schedulers via offline reinforcement learning,2018,"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications, PIMRC",2017-October,,,1,6,,,10.1109/PIMRC.2017.8292409,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045281550&doi=10.1109%2fPIMRC.2017.8292409&partnerID=40&md5=267e87476de755f33b4843f292418c43,"Nokia Bell Labs, United States","Pianese, F., Nokia Bell Labs, United States; Danielsen, P.J., Nokia Bell Labs, United States","An automated offline design process for optimized cross-layer schedulers can produce augmented scheduling algorithms tailored to a target deployment scenario. We discuss the application of ODDS, a reinforcement learning technique we introduced, for augmenting LTE MAC scheduler algorithms of practical significance. ODDS observes the correlation between the value of a utility function and the cross-layer state parameters seen by an instrumented baseline scheduler, determining the best actions via an offline Monte Carlo exploration of the problem space. The result of the ODDS process is a compact definition of a scheduling policy that has been optimized for a target scenario and utility function. In this paper we instrument a production scheduler definition to evaluate the potential of augmented schedulers in practical use, and experiment with awareness to application traffic properties by using a multi-class utility function, yielding scheduling policies that behave differently depending on the features of individual traffic classes. © 2017 IEEE.",,Conference Paper,,Scopus,2-s2.0-85045281550
SCOPUS,"Pant V., Bhasin S., Jain S.",Self-Learning system for personalized E-Learning,2018,"2017 International Conference on Emerging Trends in Computing and Communication Technologies, ICETCCT 2017",2018-January,,,1,6,,,10.1109/ICETCCT.2017.8280344,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047102774&doi=10.1109%2fICETCCT.2017.8280344&partnerID=40&md5=b1709992e2a8d64608d7bc2cf9965ddd,"Dept. of Computer Science and Engineering, Graphic Era University, Dehradun, India","Pant, V., Dept. of Computer Science and Engineering, Graphic Era University, Dehradun, India; Bhasin, S., Dept. of Computer Science and Engineering, Graphic Era University, Dehradun, India; Jain, S., Dept. of Computer Science and Engineering, Graphic Era University, Dehradun, India","Knowledge is a basic requirement in the era of globalization. The act of acquiring knowledge is learning and with the advent of technology, learning has become easier. E-Learning is a popular learning method which uses the web or other technologies to promote learning. A very traditional learning method is discussed and some new methods with the integration of modern technology have been discussed. Although technologies like artificial intelligence, cloud computing, ontology, fuzzy logic etc. have been used in learning systems they are still less automated, not personalized and do not pose the capability to self-learn. A method is proposed to increase the automation and self-learning in the e-learning management systems. Further, the personalization of learning for the user so that every type of learner can learn from the type and level of the content the learner seems fit is the main aim. The proposed system is feasible, economical and scalable which makes it suitable for every level. © 2017 IEEE.",e-learning system; learning management system; Machine learning; reinforcement learning,Conference Paper,,Scopus,2-s2.0-85047102774
SCOPUS,"Wu G., Ding Y., Li Y., Luo J., Zhang F., Fu J.",Data-driven inverse learning of passenger preferences in urban public transits,2018,"2017 IEEE 56th Annual Conference on Decision and Control, CDC 2017",2018-January,,,5068,5073,,,10.1109/CDC.2017.8264410,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046145794&doi=10.1109%2fCDC.2017.8264410&partnerID=40&md5=7ee01929937ff224417b2a7f23ad844d,"Worcester Polytechnic Institute (WPI), 100 Institute Road, Worcester, MA, United States; Shenzhen Institutes of Advanced Technology, Shenzhen Guangdong, China","Wu, G., Worcester Polytechnic Institute (WPI), 100 Institute Road, Worcester, MA, United States; Ding, Y., Worcester Polytechnic Institute (WPI), 100 Institute Road, Worcester, MA, United States; Li, Y., Worcester Polytechnic Institute (WPI), 100 Institute Road, Worcester, MA, United States; Luo, J., Shenzhen Institutes of Advanced Technology, Shenzhen Guangdong, China; Zhang, F., Shenzhen Institutes of Advanced Technology, Shenzhen Guangdong, China; Fu, J., Worcester Polytechnic Institute (WPI), 100 Institute Road, Worcester, MA, United States","Urban public transit planning is crucial in reducing traffic congestion and enabling green transportation. However, there is no systematic way to integrate passengers' personal preferences in planning public transit routes and schedules so as to achieve high occupancy rates and efficiency gain of ride-sharing. In this paper, we take the first step tp exact passengers' preferences in planning from history public transit data. We propose a data-driven method to construct a Markov decision process model that characterizes the process of passengers making sequential public transit choices, in bus routes, subway lines, and transfer stops/stations. Using the model, we integrate softmax policy iteration into maximum entropy inverse reinforcement learning to infer the passenger's reward function from observed trajectory data. The inferred reward function will enable an urban planner to predict passengers' route planning decisions given some proposed transit plans, for example, opening a new bus route or subway line. Finally, we demonstrate the correctness and accuracy of our modeling and inference methods in a large-scale (three months) passenger-level public transit trajectory data from Shenzhen, China. Our method contributes to smart transportation design and human-centric urban planning. © 2017 IEEE.",,Conference Paper,,Scopus,2-s2.0-85046145794
SCOPUS,"Zhou M., Mintz Y., Fukuoka Y., Goldberg K., Flowers E., Kaminsky P., Castillejo A., Aswani A.",Personalizing mobile fitness apps using reinforcement learning,2018,CEUR Workshop Proceedings,2068,,,,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044520942&partnerID=40&md5=fa48eaf14863091847e69eecc5d02618,"Department of Industrial Engineering and Operations Research, University of California, Berkeley, CA, United States; Department of Physiological, Nursing Institute for Health and Aging, School of Nursing, University of California, San Francisco, CA, United States; Department of Physiological Nursing, School of Nursing, University of California, San Francisco, CA, United States","Zhou, M., Department of Industrial Engineering and Operations Research, University of California, Berkeley, CA, United States; Mintz, Y., Department of Industrial Engineering and Operations Research, University of California, Berkeley, CA, United States; Fukuoka, Y., Department of Physiological, Nursing Institute for Health and Aging, School of Nursing, University of California, San Francisco, CA, United States; Goldberg, K., Department of Industrial Engineering and Operations Research, University of California, Berkeley, CA, United States; Flowers, E., Department of Physiological Nursing, School of Nursing, University of California, San Francisco, CA, United States; Kaminsky, P., Department of Industrial Engineering and Operations Research, University of California, Berkeley, CA, United States; Castillejo, A., Department of Industrial Engineering and Operations Research, University of California, Berkeley, CA, United States; Aswani, A., Department of Industrial Engineering and Operations Research, University of California, Berkeley, CA, United States","Despite the vast number of mobile fitness applications (apps) and their potential advantages in promoting physical activity, many existing apps lack behavior-change features and are not able to maintain behavior change motivation. This paper describes a novel fitness app called CalFit, which implements important behavior-change features like dynamic goal setting and self-monitoring. CalFit uses a reinforcement learning algorithm to generate personalized daily step goals that are challenging but attainable. We conducted the Mobile Student Activity Reinforcement (mSTAR) study with 13 college students to evaluate the efficacy of the CalFit app. The control group (receiving goals of 10,000 steps/day) had a decrease in daily step count of 1,520 (SD ± 740) between baseline and 10-weeks, compared to an increase of 700 (SD ± 830) in the intervention group (receiving personalized step goals). The difference in daily steps between the two groups was 2,220, with a statistically significant p = 0:039. © 2018 Copyright for the individual papers remains with the authors.",Fitness app; Goal setting; Interface design; Mobile app; Personalization; Physical activity,Conference Paper,,Scopus,2-s2.0-85044520942
SCOPUS,"Jiang Y., Deng W., Wang J., Zhu B.",Studies on Drivers' Driving Styles Based on Inverse Reinforcement Learning,2018,SAE Technical Papers,2018-April,,,,,,,10.4271/2018-01-0612,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045526693&doi=10.4271%2f2018-01-0612&partnerID=40&md5=b739715ea81417e25a5fbccb4160734d,"Jilin University, China; General Motors LLC, China","Jiang, Y., Jilin University, China; Deng, W., Jilin University, China; Wang, J., General Motors LLC, China; Zhu, B., Jilin University, China","Although advanced driver assistance systems (ADAS) have been widely introduced in automotive industry to enhance driving safety and comfort, and to reduce drivers' driving burden, they do not in general reflect different drivers' driving styles or customized with individual personalities. This can be important to comfort and enjoyable driving experience, and to improved market acceptance. However, it is challenging to understand and further identify drivers' driving styles due to large number and great variations of driving population. Previous research has mainly adopted physical approaches in modeling drivers' driving behavior, which however are often very much limited, if not impossible, in capturing human drivers' driving characteristics. This paper proposes a reinforcement learning based approach, in which the driving styles are formulated through drivers' learning processes from interaction with surrounding environment. Based on the reinforcement learning theory, driving action can be treated as maximizing a reward function. Instead of calibrating the unknown reward function to satisfy driver's desired response, we try to recover it from the human driving data, utilizing maximum likelihood inverse reinforcement learning (MLIRL). An IRL-based longitudinal driving assistance system is also proposed in this paper. Firstly, large amount of real world driving data is collected from a test vehicle, and the data is split into two sets for training and for testing purposes respectively. Then, the longitudinal acceleration is modeled as a Boltzmann distribution in human driving activity. The reward function is denoted as a linear combination of some kernelized basis functions. The driving style parameter vector is estimated using MLIRL based on the training set. Finally, a learning-based longitudinal driving assistance algorithm is developed and evaluated on the testing set. The results demonstrate that the proposed method can satisfactorily reflect human drivers' driving behavior. © 2018 SAE International; General Motors LLC.",,Conference Paper,,Scopus,2-s2.0-85045526693
SCOPUS,"Bhattacharjee D., Paul A., Kim J.H., Karthigaikumar P.",An immersive learning model using evolutionary learning,2018,Computers and Electrical Engineering,65,,,236,249,,1,10.1016/j.compeleceng.2017.08.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032829128&doi=10.1016%2fj.compeleceng.2017.08.023&partnerID=40&md5=e276a65771f4540bb5bcd68a3cc6b0e1,"Department of Computer Science and Engineering, Kyungpook National University, Daegu, South Korea; Department of Electronics and Telecommunication Engineering, Karpagam College of Engineering, Coimbatore, TN, India","Bhattacharjee, D., Department of Computer Science and Engineering, Kyungpook National University, Daegu, South Korea; Paul, A., Department of Computer Science and Engineering, Kyungpook National University, Daegu, South Korea; Kim, J.H., Department of Computer Science and Engineering, Kyungpook National University, Daegu, South Korea; Karthigaikumar, P., Department of Electronics and Telecommunication Engineering, Karpagam College of Engineering, Coimbatore, TN, India","In this article, we have proposed an educational model using virtual reality on a mobile platform by personalizing the simulated environments as per user actions. We have also proposed an evolutionary learning algorithm based on which the user learning path is designed and the corresponding simulated learning environment is modified. The main objective of this study is to create a personalized learning path for each student as per their calibre and make the learning immersive and retainable using virtual reality. Our proposed model emulates the innate natural learning process in humans and uses that to customize the virtual simulations of the lessons by applying the evolutionary learning technique. A quasi-experimental study is conducted by taking different case studies to establish the effectiveness of our learning model. The results show that our learning model is immersive and gives long term retention while enhancing creativity through reinforced customization of the simulations. © 2017 Elsevier Ltd",Education; Evolutionary learning; Immersive learning; Immersive virtual reality; m-learning; Personalized learning; Reinforcement learning,Article,,Scopus,2-s2.0-85032829128
SCOPUS,"Shawky D., Badawi A.",A Reinforcement Learning-Based Adaptive Learning System,2018,Advances in Intelligent Systems and Computing,723,,,221,231,,,10.1007/978-3-319-74690-6_22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041837617&doi=10.1007%2f978-3-319-74690-6_22&partnerID=40&md5=7086141d27c694a3b289e9ba955acc61,"Center for Learning Technologies, University of Science and Technology, Zewail City, Giza, Egypt","Shawky, D., Center for Learning Technologies, University of Science and Technology, Zewail City, Giza, Egypt; Badawi, A., Center for Learning Technologies, University of Science and Technology, Zewail City, Giza, Egypt","With the plethora of educational and e-learning systems and the great variation in students’ personal and social factors that affect their learning behaviors and outcomes, it has become mandatory for all educational systems to adapt to the variability of these factors for each student. Since there is a large number of factors that need to be taken into consideration, the task is very challenging. In this paper, we present an approach that adapts to the most influential factors in a way that varies from one learner to another, and in different learning settings, including individual and collaborative learning. The approach utilizes reinforcement learning for building an intelligent environment that, not only provides a method for suggesting suitable learning materials, but also provides a methodology for accounting for the continuously-changing students’ states and acceptance of technology. We evaluate our system through simulations. The obtained results are promising and show the feasibility of the proposed approach. © 2018, Springer International Publishing AG.",Adaptive learning; Computer-supported collaborative learning; Reinforcement Learning,Conference Paper,,Scopus,2-s2.0-85041837617
SCOPUS,"Triki S., Hanachi C.",A self-adaptive system for improving autonomy and public spaces accessibility for elderly,2018,"Smart Innovation, Systems and Technologies",74,,,53,66,,,10.1007/978-3-319-59394-4_6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020375682&doi=10.1007%2f978-3-319-59394-4_6&partnerID=40&md5=e06d5cd071339abef3f12d85ab89af53,"118 Route de Narbonne, Toulouse, France; 2 Rue du Doyen-Gabriel-Marty, Toulouse, France","Triki, S., 118 Route de Narbonne, Toulouse, France; Hanachi, C., 2 Rue du Doyen-Gabriel-Marty, Toulouse, France","Nowadays, there is an increasing need to provide a safe and independent living for cognitively deficient population. Notably, we have to improve seniors’ autonomy and their public spaces accessibility. Giving these observations, the aim of this paper is to provide a personalized adaptive assisting system for elderly. More precisely, this paper presents the specification and implementation of a self-organizing multi-agent system able to abstract the different distributed components involved in user’s environment. This system is able to detect different possible situations that a user could face in his daily outdoors activities and propose accordingly appropriate actions. This system not only learns user’s habits from its perceptions but also improves its recommendations thanks to feedbacks provided by stakeholders (family, doctors …) following a reinforcement learning reasoning. Finally, we present our system evaluation specially its learning capabilities through different scenarios that have been generated automatically. © Springer International Publishing AG 2018.",AMAS theory; Assisted living system; Multi-agent system; Reinforcement learning,Conference Paper,,Scopus,2-s2.0-85020375682
SCOPUS,"Lee C.S., Cho S.B.",Learning classifier systems for adaptive learning of intrusion detection system,2018,Advances in Intelligent Systems and Computing,649,,,557,566,,,10.1007/978-3-319-67180-2_54,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028680808&doi=10.1007%2f978-3-319-67180-2_54&partnerID=40&md5=c0423f92b3d8090bc33934e9e4184701,"Department of Computer Science, Yonsei University, 50Yonsei-Ro, Seodaemun-Gu, Seoul, South Korea","Lee, C.S., Department of Computer Science, Yonsei University, 50Yonsei-Ro, Seodaemun-Gu, Seoul, South Korea; Cho, S.B., Department of Computer Science, Yonsei University, 50Yonsei-Ro, Seodaemun-Gu, Seoul, South Korea","Relational databases contain information that must be protected such as personal information, the problem of intrusion detection of relational database is considered important. Also, the pattern of attacks evolves and it is difficult to grasp by rule-based method or general machine learning, so adaptive learning is needed. Learning classifier systems are system that combines supervised learning, reinforcement learning and evolutionary computation. It creates and updates classifiers according to data input. Learning classifier systems can learn adaptive because they generate and evaluate classifiers in real time. In this paper, we apply accuracy based learning classifier systems to relational database and confirm that adaptive learning is possible. Also, we confirmed their practical usability that they close to the best accuracy, though were not the best. © 2018, Springer International Publishing AG.",Anomaly detection; Database; Learning classifier systems; SQL query,Conference Paper,,Scopus,2-s2.0-85028680808
SCOPUS,"Curran W., Pocius R., Smart W.D.",Neural networks for incremental dimensionality reduced reinforcement learning,2017,IEEE International Conference on Intelligent Robots and Systems,2017-September,,8205962,1559,1565,,,10.1109/IROS.2017.8205962,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041961677&doi=10.1109%2fIROS.2017.8205962&partnerID=40&md5=ee1da89d48dbe32e42c707c9bac096c3,"Oregon State University, Corvallis, United States","Curran, W., Oregon State University, Corvallis, United States; Pocius, R., Oregon State University, Corvallis, United States; Smart, W.D., Oregon State University, Corvallis, United States","State-of-the-art personal robots must perform complex manipulation tasks to be viable in assistive scenarios. However, many of these robots, like the PR2, use manipulators with high degrees-of-freedom. The complexity of these robots lead to large dimensional state spaces, which are difficult to fully explore. Our previous work introduced the IDRRL algorithm, which compresses the learning space by transforming a high-dimensional learning space onto a lower-dimensional manifold while preserving expressivity. In this work we formally prove that IDRRL maintains PAC-MDP guarantees. We then improve upon our previous formulation of IDRRL by introducing cascading autoencoders (CAE) for dimensionality reduction, producing the new algorithm IDRRL-CAE. We demonstrate the improvement of this extension over our previous formulation, IDRRL-PCA, in the Mountain Car and Swimmers domains. © 2017 IEEE.",,Conference Paper,,Scopus,2-s2.0-85041961677
